,date,value,country
2678,2007-05-09,43.801,Mauritania
2679,2007-05-17,45.19,Mauritania
2680,2007-05-25,39.97,Mauritania
2681,2007-06-02,44.47,Mauritania
2682,2007-06-10,40.611,Mauritania
2683,2007-06-18,38.834,Mauritania
2684,2007-06-26,40.415,Mauritania
2685,2007-07-04,38.431,Mauritania
2686,2007-07-12,38.067,Mauritania
2687,2007-07-20,41.57899999999999,Mauritania
2688,2007-07-28,39.074,Mauritania
2689,2007-08-05,38.874,Mauritania
2690,2007-08-13,39.156,Mauritania
2691,2007-08-21,39.745,Mauritania
2692,2007-08-29,38.491,Mauritania
2693,2007-09-06,39.72,Mauritania
2694,2007-09-14,40.113,Mauritania
2695,2007-09-22,42.576,Mauritania
2696,2007-09-30,42.08,Mauritania
2697,2007-10-08,41.291000000000004,Mauritania
2698,2007-10-16,40.914,Mauritania
2699,2007-10-24,39.43,Mauritania
2700,2007-11-01,37.054,Mauritania
2701,2007-11-09,34.325,Mauritania
2702,2007-11-17,34.412,Mauritania
2703,2007-11-25,29.055,Mauritania
2704,2007-12-03,27.983,Mauritania
2705,2007-12-11,28.573,Mauritania
2706,2007-12-19,29.246,Mauritania
2707,2007-12-27,23.719,Mauritania
2708,2008-01-01,24.386999999999997,Mauritania
2709,2008-01-09,26.233,Mauritania
2710,2008-01-17,25.15,Mauritania
2711,2008-01-25,25.699,Mauritania
2712,2008-02-02,30.244,Mauritania
2713,2008-02-10,32.49,Mauritania
2714,2008-02-18,31.919,Mauritania
2715,2008-02-26,31.846,Mauritania
2716,2008-03-05,37.571,Mauritania
2717,2008-03-13,39.983000000000004,Mauritania
2718,2008-03-21,38.42,Mauritania
2719,2008-03-29,34.539,Mauritania
2720,2008-04-06,39.52,Mauritania
2721,2008-04-14,40.156,Mauritania
2722,2008-04-22,39.911,Mauritania
2723,2008-04-30,42.313,Mauritania
2724,2008-05-08,42.038999999999994,Mauritania
2725,2008-05-16,42.133,Mauritania
2726,2008-05-24,41.505,Mauritania
2727,2008-06-01,40.1,Mauritania
2728,2008-06-09,40.782,Mauritania
2729,2008-06-17,38.273,Mauritania
2730,2008-06-25,40.854,Mauritania
2731,2008-07-03,39.91,Mauritania
2732,2008-07-11,37.334,Mauritania
2733,2008-07-19,38.714,Mauritania
2734,2008-07-27,38.0,Mauritania
2735,2008-08-04,40.336,Mauritania
2736,2008-08-12,40.562,Mauritania
2737,2008-08-20,40.137,Mauritania
2738,2008-08-28,39.845,Mauritania
2739,2008-09-05,39.07,Mauritania
2740,2008-09-13,39.147,Mauritania
2741,2008-09-21,37.878,Mauritania
2742,2008-09-29,35.055,Mauritania
2743,2008-10-07,35.314,Mauritania
2744,2008-10-15,36.232,Mauritania
2745,2008-10-23,36.871,Mauritania
2746,2008-10-31,34.677,Mauritania
2747,2008-11-08,32.580999999999996,Mauritania
2748,2008-11-16,32.971,Mauritania
2749,2008-11-24,30.541999999999998,Mauritania
2750,2008-12-02,27.275,Mauritania
2751,2008-12-10,26.159000000000002,Mauritania
2752,2008-12-18,24.298000000000002,Mauritania
2753,2008-12-26,28.235,Mauritania
2754,2009-01-01,27.799,Mauritania
2755,2009-01-09,23.781,Mauritania
2756,2009-01-17,24.087,Mauritania
2757,2009-01-25,28.256,Mauritania
2758,2009-02-02,28.566,Mauritania
2759,2009-02-10,30.191999999999997,Mauritania
2760,2009-02-18,31.443,Mauritania
2761,2009-02-26,31.256999999999998,Mauritania
2762,2009-03-06,35.685,Mauritania
2763,2009-03-14,38.873000000000005,Mauritania
2764,2009-03-22,38.725,Mauritania
2765,2009-03-30,37.12,Mauritania
2766,2009-04-07,39.24,Mauritania
2767,2009-04-15,40.834,Mauritania
2768,2009-04-23,40.343,Mauritania
2769,2009-05-01,44.239,Mauritania
2770,2009-05-09,43.928999999999995,Mauritania
2771,2009-05-17,43.184,Mauritania
2772,2009-05-25,42.165,Mauritania
2773,2009-06-02,39.635,Mauritania
2774,2009-06-10,41.946999999999996,Mauritania
2775,2009-06-18,38.635,Mauritania
2776,2009-06-26,40.56,Mauritania
2777,2009-07-04,38.624,Mauritania
2778,2009-07-12,38.87,Mauritania
2779,2009-07-20,38.73,Mauritania
2780,2009-07-28,40.091,Mauritania
2781,2009-08-05,39.900999999999996,Mauritania
2782,2009-08-13,39.28,Mauritania
2783,2009-08-21,39.942,Mauritania
2784,2009-08-29,39.666,Mauritania
2785,2009-09-06,37.949,Mauritania
2786,2009-09-14,36.260999999999996,Mauritania
2787,2009-09-22,36.367,Mauritania
2788,2009-09-30,40.709,Mauritania
2789,2009-10-08,43.57899999999999,Mauritania
2790,2009-10-16,40.711999999999996,Mauritania
2791,2009-10-24,38.705999999999996,Mauritania
2792,2009-11-01,36.4,Mauritania
2793,2009-11-09,34.762,Mauritania
2794,2009-11-17,32.554,Mauritania
2795,2009-11-25,29.758000000000003,Mauritania
2796,2009-12-03,30.506999999999998,Mauritania
2797,2009-12-11,30.976999999999997,Mauritania
2798,2009-12-19,33.72,Mauritania
2799,2009-12-27,33.254,Mauritania
2800,2010-01-01,30.177,Mauritania
2801,2010-01-09,30.229,Mauritania
2802,2010-01-17,29.006999999999998,Mauritania
2803,2010-01-25,29.666,Mauritania
2804,2010-02-02,32.53,Mauritania
2805,2010-02-10,34.792,Mauritania
2806,2010-02-18,36.3,Mauritania
2807,2010-02-26,37.15,Mauritania
2808,2010-03-06,35.297,Mauritania
2809,2010-03-14,33.388000000000005,Mauritania
2810,2010-03-22,34.689,Mauritania
2811,2010-03-30,37.53,Mauritania
2812,2010-04-07,40.192,Mauritania
2813,2010-04-15,40.338,Mauritania
2814,2010-04-23,42.581,Mauritania
2815,2010-05-01,43.751999999999995,Mauritania
2816,2010-05-09,41.016999999999996,Mauritania
2817,2010-05-17,39.792,Mauritania
2818,2010-05-25,38.549,Mauritania
2819,2010-06-02,43.425,Mauritania
2820,2010-06-10,40.836,Mauritania
2821,2010-06-18,38.955,Mauritania
2822,2010-06-26,35.639,Mauritania
2823,2010-07-04,37.586,Mauritania
2824,2010-07-12,38.785,Mauritania
2825,2010-07-20,37.98,Mauritania
2826,2010-07-28,39.579,Mauritania
2827,2010-08-05,39.536,Mauritania
2828,2010-08-13,36.568000000000005,Mauritania
2829,2010-08-21,38.891,Mauritania
2830,2010-08-29,39.298,Mauritania
2831,2010-09-06,36.791,Mauritania
2832,2010-09-14,36.708,Mauritania
2833,2010-09-22,41.398,Mauritania
2834,2010-09-30,39.431,Mauritania
2835,2010-10-08,39.203,Mauritania
2836,2010-10-16,37.346,Mauritania
2837,2010-10-24,37.787,Mauritania
2838,2010-11-01,34.745,Mauritania
2839,2010-11-09,35.333,Mauritania
2840,2010-11-17,35.124,Mauritania
2841,2010-11-25,35.001,Mauritania
2842,2010-12-03,33.646,Mauritania
2843,2010-12-11,31.656,Mauritania
2844,2010-12-19,31.363000000000003,Mauritania
2845,2010-12-27,28.569000000000003,Mauritania
2846,2011-01-01,27.831,Mauritania
2847,2011-01-09,26.694000000000003,Mauritania
2848,2011-01-17,28.228,Mauritania
2849,2011-01-25,29.924,Mauritania
2850,2011-02-02,23.154,Mauritania
2851,2011-02-10,29.54,Mauritania
2852,2011-02-18,33.204,Mauritania
2853,2011-02-26,32.826,Mauritania
2854,2011-03-06,35.632,Mauritania
2855,2011-03-14,34.217,Mauritania
2856,2011-03-22,37.604,Mauritania
2857,2011-03-30,36.618,Mauritania
2858,2011-04-07,40.144,Mauritania
2859,2011-04-15,38.566,Mauritania
2860,2011-04-23,41.229,Mauritania
2861,2011-05-01,42.266000000000005,Mauritania
2862,2011-05-09,37.080999999999996,Mauritania
2863,2011-05-17,41.778999999999996,Mauritania
2864,2011-05-25,44.93,Mauritania
2865,2011-06-02,43.894,Mauritania
2866,2011-06-10,44.45,Mauritania
2867,2011-06-18,40.948,Mauritania
2868,2011-06-26,41.512,Mauritania
2869,2011-07-04,39.9,Mauritania
2870,2011-07-12,40.728,Mauritania
2871,2011-07-20,40.965,Mauritania
2872,2011-07-28,37.852,Mauritania
2873,2011-08-05,38.617,Mauritania
2874,2011-08-13,39.86,Mauritania
2875,2011-08-21,40.146,Mauritania
2876,2011-08-29,40.708,Mauritania
2877,2011-09-06,43.122,Mauritania
2878,2011-09-14,41.75,Mauritania
2879,2011-09-22,42.637,Mauritania
2880,2011-09-30,39.214,Mauritania
2881,2011-10-08,39.391,Mauritania
2882,2011-10-16,37.226,Mauritania
2883,2011-10-24,38.326,Mauritania
2884,2011-11-01,36.788000000000004,Mauritania
2885,2011-11-09,36.817,Mauritania
2886,2011-11-17,33.999,Mauritania
2887,2011-11-25,29.476999999999997,Mauritania
2888,2011-12-03,27.1,Mauritania
2889,2011-12-11,26.748,Mauritania
2890,2011-12-19,25.473000000000003,Mauritania
2891,2011-12-27,22.686999999999998,Mauritania
2892,2012-01-01,24.930999999999997,Mauritania
2893,2012-01-09,26.775,Mauritania
2894,2012-01-17,24.090999999999998,Mauritania
2895,2012-01-25,25.615,Mauritania
2896,2012-02-02,27.052,Mauritania
2897,2012-02-10,26.549,Mauritania
2898,2012-02-18,27.929000000000002,Mauritania
2899,2012-02-26,30.101,Mauritania
2900,2012-03-05,30.343000000000004,Mauritania
2901,2012-03-13,31.291,Mauritania
2902,2012-03-21,34.848,Mauritania
2903,2012-03-29,38.525999999999996,Mauritania
2904,2012-04-06,37.775999999999996,Mauritania
2905,2012-04-14,36.830999999999996,Mauritania
2906,2012-04-22,41.001999999999995,Mauritania
2907,2012-04-30,36.912,Mauritania
2908,2012-05-08,44.318999999999996,Mauritania
2909,2012-05-16,38.407,Mauritania
2910,2012-05-24,42.31399999999999,Mauritania
2911,2012-06-01,41.67,Mauritania
2912,2012-06-09,39.073,Mauritania
2913,2012-06-17,37.461999999999996,Mauritania
2914,2012-06-25,38.599000000000004,Mauritania
2915,2012-07-03,37.751,Mauritania
2916,2012-07-11,38.985,Mauritania
2917,2012-07-19,38.301,Mauritania
2918,2012-07-27,40.689,Mauritania
2919,2012-08-04,39.763000000000005,Mauritania
2920,2012-08-12,38.69,Mauritania
2921,2012-08-20,36.967,Mauritania
2922,2012-08-28,38.823,Mauritania
2923,2012-09-05,38.703,Mauritania
2924,2012-09-13,42.049,Mauritania
2925,2012-09-21,38.299,Mauritania
2926,2012-09-29,38.969,Mauritania
2927,2012-10-07,39.96,Mauritania
2928,2012-10-15,39.994,Mauritania
2929,2012-10-23,40.522,Mauritania
2930,2012-10-31,41.748999999999995,Mauritania
2931,2012-11-08,34.327,Mauritania
2932,2012-11-16,34.755,Mauritania
2933,2012-11-24,32.461,Mauritania
2934,2012-12-02,27.998,Mauritania
2935,2012-12-10,27.031,Mauritania
2936,2012-12-18,29.853,Mauritania
2937,2012-12-26,25.456,Mauritania
2938,2013-01-01,24.539,Mauritania
2939,2013-01-09,26.633000000000003,Mauritania
2940,2013-01-17,26.837,Mauritania
2941,2013-01-25,27.289,Mauritania
2942,2013-02-02,29.541999999999998,Mauritania
2943,2013-02-10,30.429000000000002,Mauritania
2944,2013-02-18,33.389,Mauritania
2945,2013-02-26,36.144,Mauritania
2946,2013-03-06,39.41,Mauritania
2947,2013-03-14,40.652,Mauritania
2948,2013-03-22,39.827,Mauritania
2949,2013-03-30,41.631,Mauritania
2950,2013-04-07,42.097,Mauritania
2951,2013-04-15,43.96,Mauritania
2952,2013-04-23,43.143,Mauritania
2953,2013-05-01,41.629,Mauritania
2954,2013-05-09,46.56399999999999,Mauritania
2955,2013-05-17,40.709,Mauritania
2956,2013-05-25,37.701,Mauritania
2957,2013-06-02,38.485,Mauritania
2958,2013-06-10,37.521,Mauritania
2959,2013-06-18,41.763999999999996,Mauritania
2960,2013-06-26,41.553000000000004,Mauritania
2961,2013-07-04,40.08,Mauritania
2962,2013-07-12,42.328,Mauritania
2963,2013-07-20,41.052,Mauritania
2964,2013-07-28,37.946,Mauritania
2965,2013-08-05,39.830999999999996,Mauritania
2966,2013-08-13,39.463,Mauritania
2967,2013-08-21,39.241,Mauritania
2968,2013-08-29,41.464,Mauritania
2969,2013-09-06,36.906,Mauritania
2970,2013-09-14,38.338,Mauritania
2971,2013-09-22,41.736000000000004,Mauritania
2972,2013-09-30,43.066,Mauritania
2973,2013-10-08,41.542,Mauritania
2974,2013-10-16,42.653999999999996,Mauritania
2975,2013-10-24,40.048,Mauritania
2976,2013-11-01,37.9,Mauritania
2977,2013-11-09,36.935,Mauritania
2978,2013-11-17,31.88,Mauritania
2979,2013-11-25,33.37,Mauritania
2980,2013-12-03,30.587,Mauritania
2981,2013-12-11,24.72,Mauritania
2982,2013-12-19,24.862,Mauritania
2983,2013-12-27,28.430999999999997,Mauritania
2984,2014-01-01,27.305999999999997,Mauritania
2985,2014-01-09,28.648000000000003,Mauritania
2986,2014-01-17,29.094,Mauritania
2987,2014-01-25,26.854,Mauritania
2988,2014-02-02,31.338,Mauritania
2989,2014-02-10,29.372,Mauritania
2990,2014-02-18,30.218000000000004,Mauritania
2991,2014-02-26,32.679,Mauritania
2992,2014-03-06,35.875,Mauritania
2993,2014-03-14,36.046,Mauritania
2994,2014-03-22,38.992,Mauritania
2995,2014-03-30,40.387,Mauritania
2996,2014-04-07,42.754,Mauritania
2997,2014-04-15,43.163000000000004,Mauritania
2998,2014-04-23,44.733000000000004,Mauritania
2999,2014-05-01,44.398999999999994,Mauritania
3000,2014-05-09,45.905,Mauritania
3001,2014-05-17,41.928000000000004,Mauritania
3002,2014-05-25,40.478,Mauritania
3003,2014-06-02,40.474000000000004,Mauritania
3004,2014-06-10,41.965,Mauritania
3005,2014-06-18,38.273,Mauritania
3006,2014-06-26,39.811,Mauritania
3007,2014-07-04,38.045,Mauritania
3008,2014-07-12,40.676,Mauritania
3009,2014-07-20,39.04,Mauritania
3010,2014-07-28,40.485,Mauritania
3011,2014-08-05,36.308,Mauritania
3012,2014-08-13,39.864000000000004,Mauritania
3013,2014-08-21,39.08,Mauritania
3014,2014-08-29,40.753,Mauritania
3015,2014-09-06,39.501,Mauritania
3016,2014-09-14,40.016999999999996,Mauritania
3017,2014-09-22,38.764,Mauritania
3018,2014-09-30,41.071000000000005,Mauritania
3019,2014-10-08,41.952,Mauritania
3020,2014-10-16,43.441,Mauritania
3021,2014-10-24,40.053000000000004,Mauritania
3022,2014-11-01,36.794000000000004,Mauritania
3023,2014-11-09,35.73,Mauritania
3024,2014-11-17,35.342,Mauritania
3025,2014-11-25,31.33,Mauritania
3026,2014-12-03,28.346,Mauritania
3027,2014-12-11,24.426,Mauritania
3028,2014-12-19,25.814,Mauritania
3029,2014-12-27,24.488000000000003,Mauritania
3030,2015-01-01,22.044,Mauritania
3031,2015-01-09,25.878,Mauritania
3032,2015-01-17,25.638,Mauritania
3033,2015-01-25,26.713,Mauritania
3034,2015-02-02,30.829,Mauritania
3035,2015-02-10,32.201,Mauritania
3036,2015-02-18,30.4,Mauritania
3037,2015-02-26,31.451,Mauritania
3038,2015-03-06,30.244,Mauritania
3039,2015-03-14,35.89,Mauritania
3040,2015-03-22,34.665,Mauritania
3041,2015-03-30,37.69,Mauritania
3042,2015-04-07,39.524,Mauritania
3043,2015-04-15,36.486999999999995,Mauritania
3044,2015-04-23,40.832,Mauritania
3045,2015-05-01,43.254,Mauritania
3046,2015-05-09,41.67100000000001,Mauritania
3047,2015-05-17,41.13,Mauritania
3048,2015-05-25,42.722,Mauritania
3049,2015-06-02,41.931000000000004,Mauritania
3050,2015-06-10,36.364000000000004,Mauritania
3051,2015-06-18,,Mauritania
3052,2015-06-26,40.88,Mauritania
3053,2015-07-04,,Mauritania
3054,2015-07-12,42.872,Mauritania
3055,2015-07-20,42.236000000000004,Mauritania
3056,2015-07-28,39.79,Mauritania
3057,2015-08-05,38.775999999999996,Mauritania
3058,2015-08-13,37.996,Mauritania
3059,2015-08-21,39.306,Mauritania
3060,2015-08-29,38.821999999999996,Mauritania
3061,2015-09-06,40.806999999999995,Mauritania
3062,2015-09-14,39.544000000000004,Mauritania
3063,2015-09-22,34.823,Mauritania
3064,2015-09-30,37.797,Mauritania
3065,2015-10-08,40.933,Mauritania
3066,2015-10-16,35.673,Mauritania
3067,2015-10-24,37.795,Mauritania
3068,2015-11-01,38.024,Mauritania
3069,2015-11-09,33.181999999999995,Mauritania
3070,2015-11-17,30.474,Mauritania
3071,2015-11-25,27.897,Mauritania
3072,2015-12-03,26.718000000000004,Mauritania
3073,2015-12-11,28.055,Mauritania
3074,2015-12-19,26.473000000000003,Mauritania
3075,2015-12-27,25.721,Mauritania
3076,2016-01-01,29.104,Mauritania
3077,2016-01-09,31.664,Mauritania
3078,2016-01-17,29.197,Mauritania
3079,2016-01-25,26.814,Mauritania
3080,2016-02-02,28.566999999999997,Mauritania
3081,2016-02-10,29.708000000000002,Mauritania
3082,2016-02-26,30.357,Mauritania
3083,2016-03-05,35.265,Mauritania
3084,2016-03-13,38.657,Mauritania
3085,2016-03-21,33.968,Mauritania
3086,2016-03-29,37.912,Mauritania
3087,2016-04-06,40.77,Mauritania
3088,2016-04-14,42.391999999999996,Mauritania
3089,2016-04-22,41.696000000000005,Mauritania
3090,2016-04-30,41.347,Mauritania
3091,2016-05-08,42.005,Mauritania
3092,2016-05-16,44.798,Mauritania
3093,2016-05-24,43.571999999999996,Mauritania
3094,2016-06-01,43.795,Mauritania
3095,2016-06-09,40.982,Mauritania
3096,2016-06-17,39.485,Mauritania
3097,2016-06-25,40.732,Mauritania
3098,2016-07-03,39.149,Mauritania
3099,2016-07-11,39.873000000000005,Mauritania
3100,2016-07-19,39.405,Mauritania
3101,2016-07-27,38.591,Mauritania
3102,2016-08-04,40.739000000000004,Mauritania
3103,2016-08-12,40.012,Mauritania
3104,2016-08-20,39.900999999999996,Mauritania
3105,2016-08-28,38.258,Mauritania
3106,2016-09-05,41.751999999999995,Mauritania
3107,2016-09-13,37.914,Mauritania
3108,2016-09-21,40.226,Mauritania
3109,2016-09-29,41.235,Mauritania
3110,2016-10-07,41.026,Mauritania
3111,2016-10-15,42.387,Mauritania
3112,2016-10-23,38.311,Mauritania
3113,2016-10-31,35.131,Mauritania
3114,2016-11-08,31.717,Mauritania
3115,2016-11-16,34.688,Mauritania
3116,2016-11-24,33.88,Mauritania
3117,2016-12-02,33.378,Mauritania
3118,2016-12-10,27.826,Mauritania
3119,2016-12-18,24.158,Mauritania
3120,2016-12-26,24.81,Mauritania
3121,2017-01-01,25.428,Mauritania
3122,2017-01-09,25.151999999999997,Mauritania
3123,2017-01-17,25.585,Mauritania
3124,2017-01-25,27.659000000000002,Mauritania
3125,2017-02-02,29.13,Mauritania
3126,2017-02-10,31.291999999999998,Mauritania
3127,2017-02-18,31.03,Mauritania
3128,2017-02-26,34.435,Mauritania
3129,2017-03-06,36.658,Mauritania
3130,2017-03-14,37.445,Mauritania
3131,2017-03-22,37.937,Mauritania
